,hierid,T_mean
595,CAN.11.250.4113,3.5835316822984282
596,CAN.9.162.2793,3.3272639138311413
597,CAN.11.215.3627,2.964100151121238
598,CAN.11.203.3482,3.6716670045268245
599,CAN.9.162.2810,3.879115778000539
600,CAN.2.22.532,9.923294742097397
601,CAN.9.162.2797,4.126284730326233
602,CAN.9.162.2809,4.126284730326233
603,CAN.9.162.2814,3.86622624590359
604,CAN.9.162.2812,3.9233363538049844
605,CAN.2.22.535,9.377711857431033
606,CAN.9.167.2899,2.3287560820527347
607,CAN.9.167.2900,2.3287560820527347
608,CAN.11.233.3900,1.684895841020591
609,CAN.11.188.3293,2.9344405826023205
610,CAN.9.167.2901,2.8747156335026887
611,CAN.11.177.3116,2.120688592218414
612,CAN.11.211.3579,2.8581467387115254
613,CAN.9.167.2909,3.1884036522298373
614,CAN.11.233.3902,1.9836911452117647
615,CAN.11.261.4338,6.012075737647081
616,CAN.11.192.3338,1.06095942169052
617,CAN.11.191.3329,1.9408494902274518
618,CAN.11.268.4440,3.101056036699172
619,CAN.11.191.3335,4.001887453772781
620,CAN.9.166.2867,2.716957076666347
621,CAN.9.166.2864,2.716957076666347
622,CAN.9.166.2871,2.952723298187948
623,CAN.11.270.4478,3.8610484368745572
624,CAN.9.152.2711,4.842880608040692
625,CAN.9.152.2704,4.748478136057486
626,CAN.9.145.2622,6.73731011907779
627,CAN.7.100.2260,6.470226969051367
628,CAN.11.192.3337,4.863813452830129
629,CAN.7.100.2261,6.56699138486124
630,CAN.11.261.4332,4.1390019393305
631,CAN.11.220.3708,3.165571136484431
632,CAN.11.252.4157,4.210573659968517
633,CAN.11.270.4467,4.131328562561293
634,CAN.9.130.2489,4.70838951423668
635,CAN.9.166.2868,5.406582968593568
636,CAN.7.103.2279,5.991246404340075
637,CAN.9.130.2490,4.023916579262561
638,CAN.11.270.4468,4.131328562561293
639,CAN.11.220.3712,4.978927631435624
640,CAN.7.103.2277,6.132671319754536
641,CAN.9.125.2456,6.934664170480062
642,CAN.7.116.2344,7.347185658399042
643,CAN.7.103.2278,6.307996245667027
644,CAN.9.158.2768,8.253221664176635
645,CAN.11.206.3533,5.8355227891472055
646,CAN.11.249.4098,6.26407914670915
647,CAN.9.152.2708,4.811575804132589
648,CAN.11.242.3998,4.251312485908727
649,CAN.7.115.2341,6.093840398638122
650,CAN.9.148.2647,5.7822049655569
651,CAN.9.148.2653,5.794174656980715
652,CAN.9.160.2787,6.4527899893282665
653,CAN.7.105.2285,6.652717712589094
